Ax,Ay,Az,Amag
-1.43,-9.72,1.07,9.88
-1.45,-9.74,1.07,9.91
-1.46,-9.70,1.09,9.87
-1.45,-9.67,1.08,9.84
-1.44,-9.66,1.07,9.83
-1.44,-9.65,1.09,9.82
-1.39,-9.63,1.05,9.78
-1.38,-9.61,1.10,9.77
-1.42,-9.62,1.08,9.79
-1.40,-9.60,1.06,9.76
-1.38,-9.60,1.05,9.75
-1.41,-9.61,1.05,9.77
-1.42,-9.63,1.02,9.78
-1.40,-9.65,1.06,9.81
-1.40,-9.66,0.97,9.81
-1.40,-9.65,1.01,9.81
-1.43,-9.68,1.06,9.84
-1.46,-9.67,1.12,9.85
-1.42,-9.65,1.10,9.82
-1.41,-9.65,1.02,9.80
-1.39,-9.65,1.00,9.80
-1.39,-9.65,1.03,9.81
-1.41,-9.64,1.04,9.80
-1.41,-9.66,1.04,9.82
-1.40,-9.64,1.02,9.79
-1.42,-9.67,1.02,9.82
-1.43,-9.68,1.04,9.84
-1.41,-9.73,1.06,9.89
-1.43,-9.67,0.96,9.82
-1.45,-9.72,1.01,9.88
-1.45,-9.67,1.02,9.83
-1.42,-9.67,1.05,9.83
-1.41,-9.66,1.03,9.82
-1.43,-9.66,1.02,9.82
-1.40,-9.65,1.03,9.81
-1.41,-9.63,1.04,9.79
-1.39,-9.68,1.09,9.84
-1.39,-9.62,0.98,9.77
-1.40,-9.66,0.99,9.81
-1.39,-9.68,0.98,9.82
-1.44,-9.66,1.00,9.82
-1.44,-9.68,1.01,9.84
-1.45,-9.71,1.00,9.87
-1.47,-9.70,1.00,9.87
-1.47,-9.68,1.00,9.85
-1.45,-9.64,0.99,9.80
-1.45,-9.65,1.03,9.81
-1.41,-9.64,1.05,9.80
-1.42,-9.65,1.05,9.81
-1.37,-9.62,1.03,9.77
-1.41,-9.64,1.02,9.80
-1.43,-9.64,1.02,9.80
-1.41,-9.64,1.01,9.79
-1.46,-9.64,0.94,9.79
-1.42,-9.65,0.95,9.80
-1.43,-9.68,0.97,9.83
-1.45,-9.65,1.04,9.81
-1.47,-9.65,1.09,9.83
-1.49,-9.63,1.14,9.81
-1.45,-9.62,1.08,9.79
-1.38,-9.66,0.75,9.78
-1.39,-9.68,0.76,9.81
-1.31,-9.74,0.83,9.86
-1.33,-9.56,1.13,9.72
-1.35,-9.57,1.21,9.74
-1.51,-9.58,1.05,9.76
-1.49,-9.70,1.03,9.87
-1.51,-9.67,0.91,9.83
-1.45,-9.75,1.00,9.91
-1.39,-9.70,0.94,9.84
-1.39,-9.68,0.88,9.82
-1.42,-9.68,0.90,9.83
-1.38,-9.70,0.93,9.85
-1.42,-9.72,0.88,9.86
-1.43,-9.75,0.96,9.90
-1.42,-9.75,1.04,9.91
-1.44,-9.66,0.84,9.80
-1.46,-9.66,1.07,9.83
-1.47,-9.56,0.95,9.72
-1.46,-9.61,0.95,9.77
-1.42,-9.60,0.96,9.75
-1.46,-9.56,0.89,9.71
-1.42,-9.62,0.93,9.77
-1.43,-9.65,1.05,9.82
-1.48,-9.64,0.86,9.79
-1.48,-9.66,0.89,9.81
-1.45,-9.68,0.97,9.84
-1.44,-9.72,0.81,9.86
-1.47,-9.66,0.85,9.81
-1.43,-9.70,0.87,9.84
-1.49,-9.67,0.94,9.83
-1.45,-9.64,0.95,9.79
-1.50,-9.63,0.92,9.79
-1.47,-9.65,0.91,9.80
-1.46,-9.66,0.97,9.82
-1.48,-9.66,0.95,9.81
-1.46,-9.66,0.92,9.81
-1.45,-9.69,0.83,9.83
-1.47,-9.70,0.88,9.85
-1.46,-9.67,0.91,9.83
-1.45,-9.66,0.89,9.81
-1.42,-9.68,0.90,9.83
-1.39,-9.68,0.90,9.82
-1.39,-9.66,0.86,9.80
-1.42,-9.68,0.84,9.82
-1.41,-9.68,0.87,9.82
-1.41,-9.66,0.88,9.80
-1.42,-9.66,0.89,9.80
-1.43,-9.67,0.83,9.81
-1.46,-9.66,0.89,9.81
-1.47,-9.67,0.90,9.82
-1.46,-9.67,0.88,9.82
-1.43,-9.67,0.88,9.82
-1.42,-9.69,0.93,9.84
-1.45,-9.66,0.88,9.81
-1.46,-9.69,0.85,9.84
-1.43,-9.69,0.88,9.83
-1.43,-9.65,0.83,9.79
-1.44,-9.63,0.89,9.78
-1.44,-9.64,0.88,9.79
-1.44,-9.63,0.82,9.77
-1.44,-9.66,0.90,9.81
